Unnamed: 0,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
86.0,866409.0,female,2,5,free/reduced,1,1,2,1,2.0,1,1,73.0,81.0,86.0,0.0,1.0,1.0,0.0
87.0,997366.0,female,3,0,standard,1,2,2,1,0.0,0,0,71.0,71.0,74.0,0.0,1.0,0.0,1.0
88.0,347786.0,female,0,5,standard,1,0,1,1,3.0,1,1,57.0,69.0,67.0,1.0,0.0,0.0,1.0
89.0,225169.0,female,3,6,standard,1,2,2,1,2.0,0,2,75.0,87.0,83.0,0.0,1.0,0.0,1.0
91.0,224378.0,male,2,2,free/reduced,1,0,1,0,4.0,2,0,27.0,34.0,36.0,1.0,0.0,0.0,1.0
92.0,373244.0,male,2,2,standard,1,0,2,0,1.0,2,1,68.0,77.0,69.0,1.0,0.0,1.0,0.0
94.0,797930.0,female,1,5,standard,1,1,1,1,4.0,0,0,81.0,87.0,94.0,0.0,1.0,0.0,1.0
96.0,457409.0,male,1,6,standard,0,1,1,1,5.0,1,0,63.0,65.0,61.0,0.0,1.0,0.0,1.0
97.0,307943.0,female,2,5,standard,0,1,0,1,0.0,1,1,59.0,69.0,66.0,1.0,0.0,0.0,1.0
98.0,465463.0,female,3,5,free/reduced,1,2,1,1,2.0,2,2,61.0,69.0,64.0,0.0,1.0,0.0,1.0
99.0,146414.0,female,3,1,standard,1,1,1,1,3.0,1,1,64.0,66.0,62.0,0.0,1.0,0.0,1.0
100.0,632331.0,male,1,5,standard,1,1,2,0,7.0,1,0,79.0,67.0,67.0,1.0,0.0,0.0,1.0
101.0,652015.0,male,3,1,standard,0,2,2,0,1.0,0,0,68.0,74.0,74.0,1.0,0.0,0.0,1.0
102.0,126560.0,female,3,0,standard,1,1,1,1,3.0,1,0,87.0,92.0,91.0,0.0,1.0,0.0,1.0
103.0,468188.0,male,1,2,standard,0,1,1,0,3.0,1,0,61.0,44.0,48.0,1.0,0.0,1.0,0.0
104.0,459424.0,male,2,5,standard,0,1,1,1,1.0,1,2,100.0,88.0,94.0,1.0,0.0,0.0,1.0
105.0,705054.0,female,2,5,standard,1,1,2,1,0.0,1,0,58.0,67.0,72.0,1.0,0.0,1.0,0.0
106.0,532160.0,female,3,3,standard,1,1,2,0,3.0,0,0,87.0,100.0,100.0,0.0,1.0,0.0,1.0
107.0,847110.0,male,4,4,standard,0,2,2,1,0.0,1,0,66.0,63.0,64.0,0.0,1.0,0.0,1.0
108.0,654602.0,female,1,0,free/reduced,1,1,2,1,2.0,1,0,52.0,76.0,70.0,1.0,0.0,0.0,1.0
109.0,121099.0,female,1,6,standard,1,2,1,0,3.0,1,0,72.0,64.0,73.0,1.0,0.0,0.0,1.0
110.0,814576.0,female,3,0,free/reduced,0,2,2,1,4.0,1,2,79.0,90.0,99.0,0.0,1.0,0.0,1.0
111.0,697702.0,male,2,2,standard,1,2,1,0,6.0,2,0,63.0,55.0,50.0,1.0,0.0,1.0,0.0
112.0,659349.0,male,0,0,standard,1,1,2,1,0.0,1,0,54.0,53.0,47.0,1.0,0.0,0.0,1.0
113.0,780169.0,female,3,5,standard,1,1,0,1,1.0,1,1,47.0,56.0,51.0,1.0,0.0,0.0,1.0
114.0,754687.0,female,4,1,standard,0,1,1,1,3.0,1,1,98.0,99.0,100.0,1.0,0.0,0.0,1.0
115.0,436765.0,male,2,2,standard,1,1,2,1,4.0,0,0,84.0,77.0,74.0,1.0,0.0,0.0,1.0
116.0,722985.0,female,1,1,free/reduced,1,2,0,0,1.0,1,0,72.0,83.0,79.0,0.0,1.0,0.0,1.0
117.0,476531.0,female,3,1,standard,1,1,0,0,2.0,0,0,75.0,80.0,77.0,1.0,0.0,0.0,1.0
118.0,972887.0,female,3,6,standard,1,2,1,1,0.0,0,2,54.0,64.0,63.0,0.0,1.0,1.0,0.0
119.0,685805.0,female,2,5,standard,1,0,2,0,3.0,1,0,55.0,69.0,65.0,0.0,1.0,0.0,1.0
120.0,359457.0,female,2,1,standard,0,1,0,1,1.0,1,0,76.0,90.0,86.0,1.0,0.0,0.0,1.0
121.0,382877.0,male,1,0,standard,0,1,2,1,3.0,1,1,88.0,87.0,90.0,0.0,1.0,0.0,1.0
122.0,983398.0,female,2,5,standard,0,2,1,1,1.0,2,0,90.0,94.0,95.0,0.0,1.0,0.0,1.0
123.0,796428.0,male,3,2,free/reduced,1,1,2,0,3.0,0,0,63.0,57.0,56.0,1.0,0.0,0.0,1.0
124.0,927442.0,male,4,5,standard,1,2,1,0,3.0,1,1,82.0,79.0,73.0,0.0,1.0,0.0,1.0
125.0,977660.0,female,1,2,standard,1,2,0,1,2.0,1,2,86.0,94.0,85.0,0.0,1.0,1.0,0.0
127.0,253151.0,male,3,5,standard,1,1,1,0,3.0,1,1,64.0,76.0,74.0,1.0,0.0,0.0,1.0
128.0,353247.0,male,3,3,standard,1,2,0,1,2.0,0,1,77.0,81.0,72.0,0.0,1.0,1.0,0.0
129.0,862172.0,female,0,1,standard,1,1,1,1,0.0,1,0,52.0,49.0,52.0,0.0,1.0,0.0,1.0
130.0,934163.0,male,3,3,standard,1,2,2,0,1.0,1,1,87.0,84.0,82.0,0.0,1.0,0.0,1.0
131.0,368220.0,male,2,6,free/reduced,0,2,1,1,1.0,0,1,52.0,36.0,40.0,0.0,1.0,0.0,1.0
132.0,331355.0,male,2,5,free/reduced,0,1,1,1,2.0,1,0,89.0,75.0,71.0,1.0,0.0,0.0,1.0
133.0,996479.0,female,2,5,standard,0,1,0,0,6.0,2,1,70.0,78.0,80.0,0.0,1.0,0.0,1.0
134.0,675334.0,male,3,1,free/reduced,0,1,2,1,1.0,0,2,76.0,80.0,76.0,1.0,0.0,0.0,1.0
135.0,848410.0,male,2,1,standard,1,1,2,1,1.0,2,1,56.0,54.0,47.0,1.0,0.0,1.0,0.0
136.0,581893.0,male,1,6,standard,0,0,2,1,1.0,0,0,51.0,54.0,41.0,0.0,1.0,0.0,1.0
137.0,186113.0,male,4,2,standard,1,0,2,1,0.0,1,1,67.0,54.0,54.0,0.0,1.0,0.0,1.0
138.0,558311.0,female,2,0,standard,1,1,2,1,1.0,0,0,59.0,66.0,67.0,1.0,0.0,1.0,0.0
139.0,506533.0,male,3,5,standard,0,1,2,1,0.0,0,2,73.0,61.0,70.0,1.0,0.0,0.0,1.0
140.0,265186.0,female,3,6,standard,1,1,2,0,1.0,1,0,76.0,72.0,71.0,0.0,1.0,1.0,0.0
141.0,826644.0,female,2,5,free/reduced,1,1,1,0,2.0,0,0,60.0,62.0,65.0,0.0,1.0,0.0,1.0
143.0,273099.0,male,0,2,standard,1,2,2,0,1.0,1,0,57.0,43.0,47.0,0.0,1.0,0.0,1.0
144.0,227732.0,male,3,5,standard,1,0,2,1,3.0,0,2,90.0,74.0,79.0,0.0,1.0,0.0,1.0
145.0,685799.0,female,2,5,free/reduced,1,2,1,1,1.0,1,1,21.0,38.0,33.0,1.0,0.0,0.0,1.0
148.0,415442.0,female,3,1,standard,0,1,2,1,1.0,0,1,65.0,73.0,79.0,1.0,0.0,1.0,0.0
149.0,438899.0,male,4,0,free/reduced,0,1,1,0,3.0,0,0,100.0,100.0,95.0,0.0,1.0,1.0,0.0
150.0,730842.0,male,0,6,standard,0,1,2,0,2.0,0,0,62.0,67.0,69.0,1.0,0.0,0.0,1.0
152.0,378336.0,female,1,0,standard,0,2,2,1,2.0,1,1,57.0,68.0,64.0,0.0,1.0,1.0,0.0
153.0,422980.0,male,3,1,standard,1,1,2,0,1.0,2,0,54.0,49.0,47.0,0.0,1.0,1.0,0.0
154.0,335650.0,male,3,6,standard,1,2,0,0,2.0,2,1,58.0,65.0,58.0,1.0,0.0,1.0,0.0
155.0,356857.0,female,2,5,standard,0,1,1,1,3.0,1,1,69.0,88.0,88.0,0.0,1.0,1.0,0.0
156.0,970700.0,female,4,2,free/reduced,0,1,1,1,1.0,1,0,67.0,75.0,79.0,0.0,1.0,0.0,1.0
157.0,624709.0,male,1,4,free/reduced,1,1,2,1,2.0,1,1,58.0,59.0,58.0,1.0,0.0,0.0,1.0
158.0,241716.0,female,1,0,standard,1,0,1,1,2.0,0,0,62.0,87.0,89.0,1.0,0.0,0.0,1.0
159.0,906126.0,male,3,0,free/reduced,1,1,1,0,3.0,1,2,70.0,63.0,66.0,0.0,1.0,1.0,0.0
160.0,424280.0,male,1,0,free/reduced,0,2,2,1,2.0,0,0,82.0,78.0,74.0,1.0,0.0,1.0,0.0
161.0,230652.0,female,4,5,free/reduced,0,1,2,1,3.0,1,0,75.0,88.0,85.0,1.0,0.0,0.0,1.0
162.0,780775.0,male,1,3,free/reduced,1,2,0,0,2.0,1,0,48.0,53.0,52.0,0.0,1.0,0.0,1.0
163.0,895517.0,male,2,2,standard,1,0,2,1,1.0,1,0,52.0,53.0,49.0,0.0,1.0,0.0,1.0
164.0,973197.0,female,4,3,standard,1,1,0,1,3.0,0,1,76.0,89.0,86.0,1.0,0.0,0.0,1.0
165.0,899404.0,female,2,1,standard,0,1,2,1,0.0,1,0,96.0,100.0,100.0,1.0,0.0,0.0,1.0
166.0,473416.0,male,2,2,free/reduced,0,2,2,1,5.0,0,0,53.0,51.0,51.0,1.0,0.0,1.0,0.0
167.0,999945.0,female,1,3,free/reduced,0,1,1,0,1.0,0,2,62.0,79.0,83.0,1.0,0.0,0.0,1.0
168.0,973213.0,female,1,2,standard,0,1,1,1,2.0,0,0,70.0,84.0,79.0,1.0,0.0,1.0,0.0
170.0,288204.0,male,0,2,standard,0,0,1,1,5.0,1,2,76.0,75.0,77.0,1.0,0.0,0.0,1.0
171.0,579579.0,male,4,6,standard,1,1,2,0,3.0,1,1,91.0,86.0,76.0,1.0,0.0,1.0,0.0
172.0,137522.0,female,3,5,standard,1,2,0,1,3.0,1,0,76.0,84.0,78.0,1.0,0.0,0.0,1.0
173.0,303755.0,female,2,0,standard,1,1,2,1,2.0,1,0,63.0,67.0,70.0,0.0,1.0,1.0,0.0
174.0,208006.0,female,2,1,free/reduced,0,1,2,0,1.0,1,1,41.0,50.0,52.0,1.0,0.0,1.0,0.0
175.0,138415.0,female,2,3,standard,0,0,2,1,1.0,1,0,81.0,92.0,89.0,1.0,0.0,0.0,1.0
176.0,735125.0,female,1,2,free/reduced,0,1,2,0,2.0,1,1,44.0,53.0,56.0,1.0,0.0,0.0,1.0
177.0,863460.0,female,2,0,standard,0,1,1,1,2.0,1,1,70.0,76.0,77.0,0.0,1.0,1.0,0.0
178.0,126440.0,female,1,3,free/reduced,0,0,1,1,2.0,1,0,54.0,72.0,65.0,0.0,1.0,0.0,1.0
179.0,572726.0,female,3,6,standard,0,0,1,1,0.0,1,0,99.0,100.0,100.0,0.0,1.0,0.0,1.0
180.0,902415.0,male,2,3,free/reduced,0,2,2,1,2.0,0,1,60.0,68.0,75.0,0.0,1.0,1.0,0.0
181.0,905956.0,female,2,5,free/reduced,1,2,2,1,1.0,0,0,46.0,64.0,66.0,1.0,0.0,0.0,1.0
182.0,734985.0,female,4,2,standard,1,1,2,1,3.0,0,0,50.0,50.0,47.0,1.0,0.0,0.0,1.0
183.0,747589.0,female,3,0,standard,1,2,2,0,2.0,0,1,63.0,67.0,68.0,0.0,1.0,0.0,1.0
185.0,240429.0,male,2,0,free/reduced,0,1,0,1,5.0,0,1,61.0,65.0,62.0,1.0,0.0,0.0,1.0
186.0,138999.0,male,4,2,standard,1,1,0,1,1.0,1,1,75.0,73.0,62.0,0.0,1.0,0.0,1.0
187.0,208881.0,male,3,6,standard,0,1,2,0,4.0,0,0,62.0,66.0,68.0,1.0,0.0,0.0,1.0
188.0,579174.0,male,1,6,free/reduced,1,1,1,0,3.0,1,1,47.0,51.0,45.0,0.0,1.0,0.0,1.0
189.0,942485.0,female,2,1,standard,1,2,2,1,1.0,1,1,74.0,86.0,85.0,0.0,1.0,1.0,0.0
190.0,759382.0,female,4,0,standard,1,1,2,1,2.0,1,0,66.0,65.0,69.0,1.0,0.0,1.0,0.0
191.0,240915.0,male,3,5,standard,0,1,2,0,2.0,1,1,73.0,81.0,77.0,1.0,0.0,1.0,0.0
192.0,331835.0,female,1,6,standard,1,2,2,0,3.0,0,0,62.0,64.0,66.0,1.0,0.0,0.0,1.0
193.0,754268.0,male,3,5,standard,0,1,1,1,4.0,2,0,79.0,62.0,63.0,1.0,0.0,1.0,0.0
194.0,850184.0,female,2,3,standard,0,1,1,1,1.0,1,1,69.0,85.0,87.0,0.0,1.0,0.0,1.0
195.0,961769.0,male,3,0,standard,1,1,1,0,4.0,1,1,60.0,54.0,52.0,1.0,0.0,0.0,1.0
196.0,503204.0,male,2,4,free/reduced,0,1,0,1,1.0,1,0,57.0,67.0,63.0,0.0,1.0,0.0,1.0
198.0,809813.0,female,1,5,free/reduced,1,3,1,1,3.0,2,2,47.0,54.0,57.0,0.0,1.0,0.0,1.0
199.0,729450.0,female,1,1,free/reduced,1,1,1,1,3.0,0,0,80.0,80.0,77.0,1.0,0.0,1.0,0.0
200.0,977305.0,female,2,0,standard,0,2,1,0,1.0,0,1,66.0,83.0,86.0,1.0,0.0,1.0,0.0
201.0,652545.0,female,3,5,free/reduced,1,0,2,1,3.0,1,1,63.0,79.0,75.0,0.0,1.0,1.0,0.0
202.0,516628.0,male,2,0,standard,1,1,2,1,2.0,1,0,69.0,77.0,69.0,0.0,1.0,1.0,0.0
203.0,828670.0,female,2,0,standard,1,1,1,1,2.0,1,0,58.0,70.0,69.0,1.0,0.0,1.0,0.0
204.0,206901.0,male,2,5,standard,1,2,1,1,1.0,2,1,58.0,40.0,42.0,0.0,1.0,1.0,0.0
206.0,149609.0,male,4,1,standard,1,1,1,1,4.0,1,0,84.0,62.0,63.0,0.0,1.0,0.0,1.0
207.0,451102.0,male,4,2,standard,0,1,1,0,2.0,1,0,83.0,81.0,77.0,1.0,0.0,1.0,0.0
208.0,576227.0,female,1,5,free/reduced,1,1,1,1,1.0,0,1,73.0,80.0,76.0,1.0,0.0,1.0,0.0
209.0,856847.0,female,1,5,free/reduced,1,2,2,0,2.0,2,0,58.0,61.0,66.0,0.0,1.0,1.0,0.0
210.0,623283.0,male,3,6,free/reduced,0,3,2,1,3.0,1,1,77.0,77.0,77.0,0.0,1.0,0.0,1.0
211.0,854919.0,male,2,5,free/reduced,1,1,2,1,3.0,1,0,35.0,28.0,27.0,1.0,0.0,0.0,1.0
212.0,745019.0,female,2,2,free/reduced,1,0,2,1,2.0,1,0,42.0,62.0,60.0,0.0,1.0,0.0,1.0
213.0,279729.0,male,2,0,free/reduced,0,2,1,0,1.0,1,0,61.0,51.0,57.0,1.0,0.0,1.0,0.0
214.0,761918.0,male,4,2,standard,1,1,2,1,1.0,0,0,87.0,91.0,81.0,0.0,1.0,0.0,1.0
215.0,435826.0,male,1,6,standard,0,1,1,0,2.0,0,0,86.0,84.0,76.0,1.0,0.0,1.0,0.0
216.0,774886.0,female,4,0,free/reduced,0,1,2,1,3.0,1,1,80.0,84.0,86.0,1.0,0.0,0.0,1.0
217.0,616916.0,female,2,2,free/reduced,1,1,1,0,3.0,2,1,33.0,41.0,39.0,0.0,1.0,0.0,1.0
218.0,860110.0,male,1,2,free/reduced,1,1,2,0,2.0,1,1,64.0,75.0,68.0,0.0,1.0,1.0,0.0
219.0,132077.0,male,1,6,standard,0,2,0,0,1.0,2,0,59.0,55.0,54.0,1.0,0.0,0.0,1.0
220.0,543164.0,female,3,2,standard,0,3,1,1,4.0,1,0,57.0,69.0,75.0,0.0,1.0,0.0,1.0
221.0,593198.0,male,1,0,standard,1,1,2,1,0.0,1,2,89.0,86.0,74.0,1.0,0.0,0.0,1.0
222.0,122591.0,female,2,6,free/reduced,1,0,2,0,3.0,2,0,55.0,65.0,62.0,0.0,1.0,0.0,1.0
223.0,447011.0,male,3,6,standard,1,1,1,0,3.0,1,0,88.0,81.0,76.0,0.0,1.0,0.0,1.0
225.0,222415.0,female,4,3,free/reduced,1,1,2,0,2.0,0,1,43.0,55.0,52.0,0.0,1.0,1.0,0.0
226.0,266826.0,female,2,5,standard,1,1,2,1,5.0,1,0,72.0,72.0,71.0,1.0,0.0,0.0,1.0
227.0,190969.0,male,3,2,standard,1,2,1,1,0.0,1,0,58.0,50.0,55.0,0.0,1.0,0.0,1.0
228.0,102415.0,male,0,4,free/reduced,1,0,2,0,26.0,1,0,68.0,72.0,64.0,0.0,1.0,0.0,1.0
229.0,504594.0,female,2,5,standard,0,1,1,1,3.0,1,2,93.0,97.0,98.0,1.0,0.0,0.0,1.0
230.0,107801.0,male,3,5,standard,1,1,1,1,0.0,2,0,78.0,64.0,67.0,0.0,1.0,0.0,1.0
232.0,643228.0,female,1,1,standard,1,1,2,1,2.0,1,0,67.0,86.0,83.0,0.0,1.0,0.0,1.0
233.0,535167.0,male,4,6,standard,1,0,2,1,3.0,1,2,94.0,88.0,79.0,0.0,1.0,0.0,1.0
234.0,288783.0,male,2,1,standard,0,1,2,0,3.0,1,2,85.0,83.0,85.0,1.0,0.0,0.0,1.0
235.0,470338.0,male,3,0,standard,1,1,1,1,1.0,1,2,84.0,77.0,80.0,1.0,0.0,0.0,1.0
236.0,335444.0,male,3,1,free/reduced,1,0,1,0,2.0,1,1,62.0,65.0,67.0,0.0,1.0,0.0,1.0
237.0,448099.0,female,3,6,standard,1,1,2,1,4.0,1,1,62.0,59.0,72.0,0.0,1.0,0.0,1.0
238.0,849388.0,male,1,5,standard,1,1,1,1,2.0,0,2,57.0,53.0,53.0,1.0,0.0,0.0,1.0
239.0,511611.0,male,2,0,standard,1,1,2,1,1.0,0,0,84.0,80.0,80.0,0.0,1.0,0.0,1.0
241.0,174381.0,female,4,1,standard,1,2,1,0,4.0,0,0,82.0,84.0,85.0,1.0,0.0,0.0,1.0
243.0,544590.0,male,4,5,standard,1,2,1,0,2.0,1,1,58.0,50.0,43.0,1.0,0.0,1.0,0.0
